id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-T-0588,LmpDateHeader,Last Menstrual Period Date,Itariki aherukira mu mihango,Itarike yanyuma y'igihe co kuja mu kwezi,Taariikhda Caadadii u Dambeesay
EHEZA-T-0589,Location,Location,Aho Ruzatangirwa,Aho ruzotangirwa,Goobta
EHEZA-T-0590,Low,Low,Kwemeza amakosa,,Hoose
EHEZA-T-0591,LowerBackPain,Lower Back Pain,Kubabara umugongo wo hasi,Ububabare bw'umugongo wo hasi,Xanuun Dhinca dambe ah
EHEZA-T-0592,LowRiskCase,low-risk case,afite ibyago bike byo kuba yaranduye,Ingorane ntoya,Xaalad halisteeda yar tahay
EHEZA-T-0593,Lungs,Lungs,Ibihaha,Amahaha,Sambabada
EHEZA-T-0594,LungsCPESign.Wheezes,Wheezes,Ijwi ryumvikana igihe umuntu ahumeka,Uguhema nabi nk'uwuzwigira,
EHEZA-T-0595,LungsCPESign.Crackles,Crackles,Ijwi ryumvikana umuntu ahumeka ariko afite indwara z'ubuhumekero,Induru canke utururu,Codka Sambabada
EHEZA-T-0596,MainIncomeSource.HomeBasedAgriculture,Homebased Agriculture / Livestock,Ubuhinzi / Ubworozi,Uburimyi n'ubworozi bushingiye k'Urugo,Beerashada/Xoolo Dhaqashada Guryaha
EHEZA-T-0597,MainIncomeSource.CommercialAgriculture,Commercial Agriculture / Livestock,Ubucuruzi bw'imyaka / Amatungo,Uburimyi/ubworozi bwo mu bucuruzi,Beer Ganacsi / Xoolo
EHEZA-T-0598,MainIncomeSource.PublicEmployee,Public Employee,Umukozi wa Leta,Umukozi wa Leta,Shaqaale Dowladeed
EHEZA-T-0599,MainIncomeSource.PrivateBusinessEmpployee,Private Business Employee,Umukozi w'igenga,Umukozi w'igenga,Shaqaale ganacsi Gaar loo leeyahay
EHEZA-T-0600,MainMenuActivity.MenuParticipantDirectory,Participant Directory,Ububiko bw'amakuru y'umurwayi,Urutonde igitabo c'abitavye inyigisho,Agaasinka ka Qeyb galaha
EHEZA-T-0601,MainWaterSource.PipedWaterToHome,Piped Water to Home,Amazi agera mu rugo,Ibombo ry’imuhira,Guriga biyo tubo wuu leeyahay
EHEZA-T-0602,MainWaterSource.PublicWaterTap,Public Water Tap,Ivomo rusange,Ibombo rusange,Tubada Biyaha Dowlada
EHEZA-T-0603,MainWaterSource.RainWaterCollectionSystem,Rain Water Collection System,Amazi y'imvura,Amazi y’imvura,Habka Keydsashada Xareeda
EHEZA-T-0604,MainWaterSource.NaturalSourceFlowingWater,Natural Source - Flowing Water,Umugezi utemba,Amazi ya Rusengo,"Il Dabiici ah - Biyo socda (webi, haro)"
EHEZA-T-0605,MainWaterSource.NaturalSourceStandingWater,Natural Source - Standing Water,Amazi y'ibiyaga,Amazi y’inzuzi,"Il Dabiici ah - Biyo fadhiya (barkad, tog)"
EHEZA-T-0606,MainWaterSource.BottledWater,Bottled Water,Amazi akorwa mu nganda (aza mu macupa),Amazi ari mw'icupa,Biyaha Quraarada
EHEZA-T-0607,MainWaterPreparationOption.Boiled,Boiled,Barayateka,Ukubiza Amazi,Karkarsan
EHEZA-T-0608,MainWaterPreparationOption.PurificationSolution,Purification solution,Bakoresha umuti usukura amazi,umuti wo wo gukurako ubucafu,Maareynta biyo Nadiifinta
EHEZA-T-0609,MainWaterPreparationOption.Filtered,Filtered,Barayayungurura,Barayayungurura,La kala saaray
EHEZA-T-0610,MainWaterPreparationOption.Bottled,Bottled,Amazi yo mu nganda (afunze mu macupa),Amazi ari mw'icupa,Quraarad
EHEZA-T-0611,Malaria,Malaria,Malariya,Malariya,Duumo
EHEZA-T-0612,MalariaRapidDiagnosticTest,Malaria Rapid Diagnostic Test,Igikoresho gipima Malariya ku buryo bwihuse,Igipimo ca Malariya kinyaruka,Baaritaanka Deg-dega ah ee Duumada
EHEZA-T-0613,MalariaWithAnemia,Malaria with Anemia,Malariya n'Amaraso Macye,Malariya hamwe n'igabanuka ry'amaraso m'umubiri,
EHEZA-T-0614,MalariaWithGIComplications,Malaria with GI complications,Malariya iherekejwe no guhitwa cyangwa kuruka,Malariya kumwe n'ingorane zo mu nda,Duumo leh waxyeello Uur ku jirta ah
EHEZA-T-0615,MalariaWithoutComplications,Malaria Without Complications,Afite Malariya yoroheje,Malariya itagira ingorane zikomeye,Duumo aan Lahayn Waxyeello
EHEZA-T-0616,MalariaWithSevereAnemia,Malaria with Severe Anemia,Malariya n'Amaraso Macye Cyane,Malariya kumwe n'igabanuka ry'amaraso m'umubiri ridasanzwe,Duumo leh Dhiig la`aan Daran
EHEZA-T-0617,MastersDegreeLabel,Masters Degree,,Urupapuro rw'umutsindo rw'igice ca 3 mashule (Maîtrise),
EHEZA-T-0618,Mastitis,Mastitis,Uburwayi bw'amabere,Ingwara y'imoko ituma amaberebere adasohoka,
EHEZA-T-0619,MaternalComplications,Maternal Complications,Ibibazo bishobora kwibasira umugore utwite,Ingorane z'abavyeyi,
EHEZA-T-0620,Mebendazole,Mebendazole,,,
EHEZA-T-0621,Metformin500mg,Metformin (500mg),,,
EHEZA-T-0622,Methyldopa250mg,Methyldopa (250mg),,,
EHEZA-T-0623,MildToModeratePreeclampsia,Mild to Moderate Preeclampsia,Preklampusi Yoroheje,Umuvuduko w'amaraso mu gihe c'imbanyi woroshe,Dhiig karka Uurka u dhaxeeya mid hoose iyo mid dhexe
EHEZA-T-0624,MMSLabel,MMS,,,
EHEZA-T-0625,ModerateRiskOfPreeclampsia,Moderate Risk of Preeclampsia,Afite ibyago biringaniye byo kugira Preklampusi,,
EHEZA-T-0626,NCDLabs,NCD Labs,Ibizamini bikorerwa ufite indwara zitandura,Ibipimo vy'ingwara zitandukira,
EHEZA-T-0627,NoDiagnosis,No Diagnosis,,Nta Gupima/gusuzuma,Ma jiro Baaritaan
EHEZA-T-0628,OralPolioVaccineOPV,Oral Polio Vaccine (OPV),Urukingo rw'imbasa rutangwa mu kanwa,Urucanco rw'ubukangwe (amama),Tallaalka Afka ee Dabeysha (OPV)
EHEZA-T-0629,OtherLabel,Other,Ibindi,Ibindi,Kale
EHEZA-T-0630,Paralysis,Paralysis,Igice cy'umubiri kidakora,Ubumuga,Curyaan
EHEZA-T-0631,PelvicPainLabel,Pelvic Pain,Kubabara mu kiziba cy'inda,Ububabare bwo mu nda yo hepfo,Dhabar Xanuun
EHEZA-T-0632,PerinealPainOrDischarge,Perineal Pain or Discharge,Arababara perine cg aratakaza ibintu budasanzwe,Ububabare bw'umugongo hepfo,Xanuun qaska ah ama Dheecaan
EHEZA-T-0633,Postpartum,Postpartum,Igihe cya nyuma cyo kubyara,Inyuma yo kwibaruka,Dhalmada kadib
EHEZA-T-0634,PregnancyInducedHypertension,Pregnancy-Induced Hypertension,Umuvuduko w'amaraso watewe no gutwita,Umuvuduko w'amaraso utewe n'imbanyi,
EHEZA-T-0635,PrimarySchoolLabel,Primary School,Abanza,Amashule matoya,Dugsi Hoose
EHEZA-T-0636,ProbableDepression,Probable Depression,Birashoboka ko afite indwara y'agahinda gakabije,Ukwihebura gushoboka,U eg Niyad Jab
EHEZA-T-0637,RandomBloodSugarTestResult,Random Blood Sugar Test Result,Igisubizo ku kizamini gipima ingano y'isukari mu maraso,Inyishu y'igipimo c'Isukari mu Maraso umwanya uwariwo wose,
EHEZA-T-0638,RapidTestResult.RapidTestUnableToRun,Unable to run,Ikizamini nticyakozwe,Ntivyashobotse ko igipimo gikorwa,Ma ordi karo
EHEZA-T-0639,MalnutritionWithComplications,Malnutrition with complications,Imirire mibi n'indwara ziyikomokaho,Ingwara yo gufungura nabi hamwe n'ingorane zikomeye zayo,
EHEZA-T-0640,MaritalStatusLabel,Marital Status,Irangamimerere,Indangakamere y'ubuzima,Xaaladda guurka
EHEZA-T-0641,MaritalStatus.Divorced,Divorced,Yatandukanye n'uwo bashakanye,Ukwahukana,Garoob
EHEZA-T-0642,MaritalStatus.Married,Married,Arubatse,Arubatse,Guursaday
EHEZA-T-0643,MaritalStatus.Single,Single,Ingaragu,Umusore canke inkumi ,Doob
EHEZA-T-0644,MaritalStatus.Widowed,Widowed,Umupfakazi,Umupfakazi,Carmal
EHEZA-T-0645,MaritalStatus.LivingWithPartner,Living with partner,,Kubana n'umufasha,
EHEZA-T-0646,MaritalStatus.Religious,Religious,,umunyedini,Diineed
EHEZA-T-0647,MedicationCausingHypertension.MedicationOestrogens,Oestrogens (Family Planning),Umusemburo wa Estrogene,Umusemburo wa Oestrogène,Istorojiin (Kala Korinta Carruurta)
EHEZA-T-0648,MedicationCausingHypertension.MedicationSteroids,Steroids (Prednisolone),Umusemburo wa iteroyide,Umusemburo wa Stéroïdes (prednisolone),Xanuun baabi`iyaal
EHEZA-T-0649,MedicationCausingHypertension.MedicationAmitriptyline,Amitriptyline,Amitiributiline,Amitriptyline,
EHEZA-T-0650,MedicationCausingHypertension.MedicationIbuprofen,Ibuprofen (Diclofenac),Ibiporofene cg Dikolofenake,Ibuprofène (Diclofénac),
EHEZA-T-0651,MedicationCausingHypertension.NoMedicationCausingHypertension,None of the Above,Nta na kimwe,Nta nimwe muri izo ziri hejuru,Midna kor ku xusan
EHEZA-T-0652,MedicalCondition.MedicalConditionKidneyDisease,Kidney Disease,Indwara y'impyiko,Ingwara y'amafyigo,
EHEZA-T-0653,MedicalCondition.MedicalConditionPregnancyRelatedHypertension,Pregnancy Related Hypertension,Umuvuduko w'amaraso utewe no gutwita,Umuvuduko w'amaraso ujanye n'imbanyi,Dhhig karka la xiriira Uurka
EHEZA-T-0654,MedicalCondition.MedicalConditionNeuropathy,Neuropathy,Indwara z'imyakura,Neuropathie,Caabuqa Dareen sidaha
EHEZA-T-0655,MedicalCondition.MedicalConditionRentalComplications,Rental Complications,Ibibazo bitewe no kwangirika kw'impyiko,Ingorane zo gukota,
EHEZA-T-0656,MedicalCondition.MedicalConditionTuberculosis,Tuberculosis,Igituntu,Igituntu,Qaaxo
EHEZA-T-0657,MedicalCondition.MedicalConditionEyeComplications,Eye Complications,Ibibazo by'amaso,Ingorane zirenze z'amaso,Waxyeelo Indhaha ah
EHEZA-T-0658,MedicalCondition.MedicalConditionAnemia,Anemia,Indwara y'amaraso make,Igabanuka ry'amaraso,
EHEZA-T-0659,MedicationDistribution,Medication Distribution,Gutanga Imiti,Itangwa ry'imiti,Qeybinta Dawada
EHEZA-T-0660,MedicationTreatingDiabetes.MedicationMetformin,Metformin,Metiforumine,Metformine,
EHEZA-T-0661,MedicationTreatingDiabetes.MedicationGlibenclamide,Glibenclamide,Girimbenkalamide,Glibenclamide,
EHEZA-T-0662,MedicationTreatingDiabetes.MedicationInsulin,Insulin,Insuline,Insuline,Insuliin
EHEZA-T-0663,MedicationTreatingHypertension.MedicationAceInhibitors,Ace-Inhibitors (Example: Captopril),Caputopili,Imiti ibuza ECA (Enzyme de Conversion Angiotensine),
EHEZA-T-0664,MedicationTreatingHypertension.MedicationARBs,Angiotensine Receptor Blockers (ARBs),Anjiyotensine,Ibihagarika ukwakira vya Angiotensine,
EHEZA-T-0665,MedicationTreatingHypertension.MedicationHCTZ,HCTZ,Idolokotiyazide,Hydrochlorothiazide,
EHEZA-T-0666,MedicationTreatingHypertension.MedicationCalciumChannelBlockers,Calcium Channel Blockers,Kalisiyumu,Ibibuza ukuyobora kwa Kalisiyumu,
EHEZA-T-0667,MedicationTreatingHypertension.MedicationBetaBlockers,Beta-Blockers,Beta boloka,Umurwi w'imiti ifasha umutima mu gihe utera nabi,
EHEZA-T-0668,MedicationTreatingHypertension.MedicationHydralazine,Hydralazine,Idaralazine,Hydralazine,
EHEZA-T-0669,MedicationTreatingHypertension.MedicationMethyldopa,Methyldopa,,,
EHEZA-T-0670,MedicalConditions,Medical conditions,Ibibazo by’ubuzima,,
EHEZA-T-0671,MedicalDiagnosis,Medical Diagnosis,Uburwayi bwemejwe na Muganga,Isuzuma ryo kwa muganga,Baaritaan Caafimaad
EHEZA-T-0672,MedicalHistory,Medical History,Amateka y'uburwayi busanzwe,Akahise ko m'ubuvuzi,Taariikhda Xanuunka
EHEZA-T-0673,MedicalHistoryMentalHealthIssue.MentalHealthIssueGeneralDepression,General Depression, Indwara yo guhangayika muri rusange,,
EHEZA-T-0674,MedicalHistoryMentalHealthIssue.MentalHealthIssuePerinatalDepression,Perinatal Depression,Indwara yo guhangayika mu gihe atwite,,
EHEZA-T-0675,MedicalHistoryMentalHealthIssue.MentalHealthIssueSchizophrenia,Schizophrenia,Ibisazi,,
EHEZA-T-0676,MedicalHistoryMentalHealthIssue.MentalHealthIssueTrauma,Trauma,Ihungabana,,
EHEZA-T-0677,MedicalHistoryPhysicalCondition.PhysicalConditionUterineMyomaCurrent,Uterine Myoma Current,Ikibyimba kikiri muri Nyababyeyi,,
EHEZA-T-0678,MedicalHistoryPhysicalCondition.PhysicalConditionUterineMyomaSurgicalResection,Uterine Myoma Surgical Resection,Ikibyimna cyakuwe muri nyababyeyi ibazwe,,
EHEZA-T-0679,Medication,Medication,Gufata Imiti,Gufata Imiti,Dawo
EHEZA-T-0680,MedicationDistributionSign.Amoxicillin,Amoxicillin,,,
EHEZA-T-0681,MedicationDistributionSign.Aspirin,Aspirin,,,
EHEZA-T-0682,MedicationDistributionSign.Coartem,Coartem,Kowariteme,,
EHEZA-T-0683,MedicationDistributionSign.ORS,Oral Rehydration Solution (ORS),SRO,SRO,
EHEZA-T-0684,MedicationDistributionSign.Zinc,Zinc,,,
EHEZA-T-0685,MedicationDistributionSign.LemonJuiceOrHoney,Lemon Juice and/or Honey,Umutobe w'indimu n'ubuki,,
EHEZA-T-0686,MedicationDistributionSign.Paracetamol,Paracetamol,,,
EHEZA-T-0687,MedicationDistributionSign.Tenofovir,Tenofovir,,,
EHEZA-T-0688,MedicationDistributionSign.Lamivudine,Lamivudine,,,
EHEZA-T-0689,MedicationDistributionSign.Dolutegravir,Dolutegravir,,,
EHEZA-T-0690,MedicationDistributionSign.TDF3TC,TDF + 3TC,,,
EHEZA-T-0691,MedicationDistributionSign.Iron,Iron,Fer,,
EHEZA-T-0692,MedicationDistributionSign.FolicAcid,Folic Acid,,Acide Folique,
EHEZA-T-0693,MedicationDistributionSign.Ceftriaxone,Ceftriaxone,,,
EHEZA-T-0694,MedicationDistributionSign.Azithromycin,Azithromycin,,,
EHEZA-T-0695,MedicationDistributionSign.Metronidazole,Metronidazole,,,
EHEZA-T-0696,MedicationDoxycycline,Doxycycline,,,
EHEZA-T-0697,MedicationHistory,Medication History,Amakuru ku miti yafashe,,Taariikhda Dawada
EHEZA-T-0698,MedicationTaken,Medication taken,Imiti yafashe,Imiti yafashwe,Dawada la Qaatay
EHEZA-T-0699,MentalHealthIssues,Mental health issues,Ibibazo by’ubuzima bwo mu mutwe,,
EHEZA-T-0700,MessagingTab.TabFavorites,Favorites,Ubutumwa wishimiye,,
EHEZA-T-0701,MessagingTab.TabSelfcare,Selfcare,Kwiyitaho,,
EHEZA-T-0702,MessagingTab.TabStress,Stress,Kunanirwa,,
EHEZA-T-0703,MessagingTab.TabMindfullnes,Mindfullnes,,,
EHEZA-T-0704,MMHGUnit,mmHG,,,
EHEZA-T-0705,MissedDoses,Missed Doses,,Incuro atafashe umuti,
EHEZA-T-0706,ModeOfDelivery.VaginalDelivery,Vaginal delivery with vacuum extraction,Yabyaye neza ariko hanifashishijwe icyuma gikurura umwana,Kuvyara ucishije mu gitsina hamwe no gukwega ibisigaye ukoreshe Vacuum,Dhalmada makaanka oo leh qalabka madax qabadka
EHEZA-T-0707,ModeOfDelivery.CesareanDelivery,Cesarean delivery,Yabyaye bamubaze,Gukorwa,
EHEZA-T-0708,ModeOfDeliveryLabel,Mode of delivery,Uburyo yabyayemo,Uburyo yibarutsemo,Habka bixinta
EHEZA-T-0709,ModeratePreeclampsia,Moderate Preeclampsia,Preklampusi Yoroheje,Ingorane z'imbanyi kuva bisanzwe gushika hagati na hagati (izo ngorane ziba zivuye k'umuvuduko urenze w'amaraso),Dhiig Karka Dhexe ee Uurka
EHEZA-T-0710,Month,Month,Ukwezi,Ukwezi,Bil
EHEZA-T-0711,MonthsOfStock,Months of Stock,,,
EHEZA-T-0712,MostCommonAntiRetroviralMedications,Most Common Anti-Retroviral Medications,,Imiti ikoreshwa cane igabanya imigera ya SIDA,Dawada ugu badan ee Anti-Retroviral ah
EHEZA-T-0713,MotherId,Mother ID,,,
EHEZA-T-0714,MotherNameLabel,Mother's Name,Izina ry'umubyeyi,Izina rya mama,Magaca Hooyada
EHEZA-T-0715,MTDIn,MTD in,,,
EHEZA-T-0716,MTDOut,MTD out,,,
EHEZA-T-0717,MUAC,MUAC,Ikizigira cy'akaboko,Igipimo c'inkikuro y'ukuboko,
EHEZA-T-0718,Name,Name,Izina,Izina,Magaca
EHEZA-T-0719,NationalId,National ID,,,Aqoonsiga Qaran
EHEZA-T-0720,NationalIdNumber,National ID Number,Numero y'irangamuntu,Inomero y'akarangamuntu,Lambarka Kaarka Aqoonsiga Qaranka
EHEZA-T-0721,NCDASignHelperHeader.FiveFoodGroups,Food groups,Amoko y'ibiribwa,,
EHEZA-T-0722,NCDAANCNewbornItemLabel.RegularCheckups,Regular prenatal and postpartum checkups,Yisuzumishije uko bikwiye atwite na nyuma yo kubyara,Kwisuzumisha buri igihe imbere n'inyuma yo kuvyara,La socodka joogtada ah ee dhalmada kahor iyo kadib
EHEZA-T-0723,NCDAANCNewbornItemLabel.IronDuringPregnancy,Iron during pregnancy,Yafashe umuti wongera amaraso atwite,Icunyunyu c'icuma mu gihe c'imbanyi,Macdanta Xilliga Uurka
EHEZA-T-0724,NCDANutritionBehaviorItemLabel.MealsADay,Number of times a child eats a day,Inshuro umwana afata ifunguro ku munsi,Igitigiri c'incuro umwana afungurako k'umunsi,Tirada inta jeer uu canuga wax cuno maalinkii
EHEZA-T-0725,NCDATargetedInterventionsItemLabel.TreatmentForAcuteMalnutrition,Treatment for acute malnutrition (severe or moderate),Kuvura imiritre mibi  ifatiyeho(Ikabije cg yoroheje),Ukuvura ingwara yo gufungura nabi ikaze (Ikaze canke igereranye),Daweynta nafaqo darada (dhexe iyo daran)
EHEZA-T-0726,NCDATargetedInterventionsItemLabel.TreatmentForDiarrhea,Treatment of diarrhea (ORS & Zinc),Kuvura impiswi(Ukoresheje Zinc cg ORS),Kuvura guhitwa (ORS & Zinc),Daweynta shubanka (ORS & Zink)
EHEZA-T-0727,NCDAUniversalInterventionsItemLabel.Deworming,Deworming,Imiti y'inzoka,vermifugation,Gooryaan Dilid
EHEZA-T-0728,NCDAUniversalInterventionsItemLabel.ECDServices,ECD services provided to child,Umwana yahawe servise n'ikigo mboneza mikurire,Ibikorwa vya IUM (DPE) bikorerwa umwana,
EHEZA-T-0729,NCDDangerSign.Dyspnea,Acute Shortness of Breath (Dyspnea),Guhumeka nabi biziyeho,Urugero rukaze rwo kubura impwemu,
EHEZA-T-0730,NCDDangerSign.ChestPain,Chest Pain,Kubabara mu gatuza,Ububabare bw'igikiriza,Xabad Xanuun
EHEZA-T-0731,NCDDangerSign.FlankPain,Flank Pain,Kubabara mu Ibondo,Ububabare bwo m'urubavu,Qaar Xanuun
EHEZA-T-0732,NCDDangerSign.Hematuria,Blood in Urine (Hematuria),Amaraso mu nkari,Amaraso m'umukoyo (hématurie),
EHEZA-T-0733,NCDDangerSign.SevereHeadaches,Severe Headaches,Kuribwa umutww bikabije,Ukumeneka umutwe gukaze,Madax xanuun aad u daran
EHEZA-T-0734,NCDDangerSign.LossOfConciousness,Loss of Consciousness Since Last Visit,Yataye ubwenge kandi ntiyumva kuva isura riheruka,Yarataye ubwenge kuva k'urugendo rwanyuma,
EHEZA-T-0735,NCDLabsCaseManagementEntryTypeResults,NCD Lab Results,Ibisubizo by'ibizamini by'indwara zitandura,Inyishu z'ibipimo z'ingwara zitandukira,
EHEZA-T-0736,NCDMedicalHistoryTask.TaskCoMorbidities,Co-Morbidities,Ubundi burwayi asanganywe.,Ingwara zirihamwe canke zegeranye,
EHEZA-T-0737,NCDMedicalHistoryTask.TaskSocialHistory,Social History,Amakuru ku mibereho ye,Akahise k'imibereho,
EHEZA-T-0738,NCDMedicalHistoryTask.TaskFamilyHistory,Family History,Amakuru ku muryango,Kahise k'umuryango,
EHEZA-T-0739,NCDMedicalHistoryTask.TaskOutsideCare,Outside Care,Kuvurirwa ku rindi vuriro,Ukuvurirwa hanze,
EHEZA-T-0740,NCDGroup1Symptom.SwellingInLegs,Swelling in Legs,Kubyimba amaguru,Kuvyimba amaguru,Barar Lugaha ah
EHEZA-T-0741,NCDGroup1Symptom.UrinaryFrequency,Urinary Frequency,Yihagarika inshuro nyinshi,Incuro z'ugusoba,
EHEZA-T-0742,NCDGroup1Symptom.Anxiety,Anxiety,Kubura amahoro,Akabonge,
EHEZA-T-0743,NCDGroup1Symptom.Palpitations,Palpitations,Umutima urasimbagurika,Itera ry'umutima,Wadne Garaac
EHEZA-T-0744,NCDGroup1Symptom.Tremor,Tremor,Ibicuro,Kujugumira,Jarays/ Laleemo
EHEZA-T-0745,NCDGroup1Symptom.SwellingInFace,Swelling in Face,Kubyimba mu maso,Kuvyimba mu maso,Barar Wejiga ah
EHEZA-T-0746,NCDGroup1Symptom.SwellingInAbdomen,Swelling in Abdomen,Kubyimba Inda,Kuvyimba mu nda,Barar Caloosha ah
EHEZA-T-0747,NCDGroup1Symptom.DizzinessWithChangingPosition,Dizziness with Changing Position,Iyo ahinduye uko yari ameze ahita agira isereri,Kuzungurirwa hamwe no guhindura ikibanza,
EHEZA-T-0748,NCDGroup1Symptom.MildHeadache,Mild Headache,Kubabara umutwe byoroheje,Kubabara umutwe bisanzwe,Madax Xanuun yar
EHEZA-T-0749,NCDGroup2Symptom.WeaknessOfOneSideOfTheBody,Weakness of One Side of the Body,Kunanirwa igice kimwe cy'umubiri,Intege nke zuruhande rumwe rw'umubiri,
EHEZA-T-0750,NCDGroup2Symptom.ProblemsWithWalking,Problems with Walking,Kunanirwa kugenda,Ingorane zo gutambuka,Dhibaato la xiriirta Socodka
EHEZA-T-0751,NCDGroup2Symptom.ProblemsWithTalking,Problems with Talking,Kunanirwa kuvuga,Ingorane zo kuvuga,Dhibaato la xiriirta Hadalka
EHEZA-T-0752,NCDGroup2Symptom.DecreasedVision,Decreased Vision,Kutareba neza,Ipunguka ryo kubona,
EHEZA-T-0753,NCDGroup2Symptom.BlurryVision,Blurry Vision,Kureba ibikezikezi,Ugukanura nabi,
EHEZA-T-0754,NCDGroup2Symptom.IncreasedFatigueWithDailyActivities,Increased Fatigue with Daily Activities,Kwiyongera ku munaniro,Kongereza uburuhe mu gukora ibikorwa vyari buri munsi,
EHEZA-T-0755,NCDGroup2Symptom.ShortOfBreathWhenLayingDown,Short of Breath When Laying Down,Guhumeka nabi igihe aryamye,Ibura ry'impwemu mu gihe aryamye hasi,Neefsasho Cariiri ah markuu Jiifsado
EHEZA-T-0756,NCDGroup2Symptom.ShortOfBreathAtNight,Short of Breath at Night,Guhumeka nabi nijoro,Ibura ry'impwemu mw'ijoro,Neefsasho Cariiri ah Habeenkii
EHEZA-T-0757,NCDGroup2Symptom.KidneyProblems,Kidney Problems,Ibibazo by'impyiko,Ingorane z'amafyigo,
EHEZA-T-0758,NCDGroup2Symptom.NCDIncreasedThirst,Increased Thirst,Kugira inyota cyane,Kongereza inyota,Oon sii badanaya
EHEZA-T-0759,NCDPainSymptom.PainFlank,Flank,Ibindo,Urubavu,Qaar
EHEZA-T-0760,NCDPainSymptom.PainLowerBack,Lower Back,Umugongo wo hasi,Lower Back,Dhinaca Dambe
EHEZA-T-0761,NCDPainSymptom.PainFeet,Feet,Ibirenge,Ibirenge,Cag
EHEZA-T-0762,NCDProgressReport,NCD Progress Report,Raporo ku Burwayi Butandura,Uguterintambwe mu cegeranyo c'ingwara zitandukira,
EHEZA-T-0763,NCDRiskFactor.RiskFactorSmokeCigarettes,Smokes Cigarettes,Anywa Itabi,Aranywa itabi,
EHEZA-T-0764,NCDRiskFactor.RiskFactorConsumeSalt,Adds Salt to Diet,Wongera Umunyu mu biryo,Kwongeramwo umunyu mu bifungurwa,
EHEZA-T-0765,NCDRiskFactor.RiskFactorHypertensionHistory,Family History of Hypertension,Amakuru y'Uburwayi bw'Umuvuduko mu Muryango,Kahise k'umuryango kuvyerekeye umuvuduko udaszwe w'amaraso,
EHEZA-T-0766,NCDRiskFactor.RiskFactorHearProblemHistory,Family History of Heart Problems,Amakuru y'Indwara z'Umutima mu Muryango,Kahise k'umuryango kuvyerekeye ingorane z'umutima,
EHEZA-T-0767,NCDRiskFactor.RiskFactorDiabetesHistory,Family History of Diabetes,Amakuru y'Indwara ya Diyabete mu Muryango,Kahise k'umuryango kuvyerekeye ingwara ya Diyabete,
EHEZA-T-0768,Neck,Neck,Ijosi,Izosi,Qoorta
EHEZA-T-0769,NeckCPESign.EnlargedThyroid,Enlarged Thyroid,Umwingo,Tiroyide yagutse,
EHEZA-T-0770,NeckCPESign.EnlargedLymphNodes,Enlarged Lymph Nodes,Inturugunyu/Amatakara,Ganglions lymphatiques hypertrophiés,
EHEZA-T-0771,NegativeLabel,Negative,Nta bwandu afite,Nta ngwara afise,Taban
EHEZA-T-0772,Never,Never,Nta na rimwe,Nta na rimwe,Ma dhicin
EHEZA-T-0773,NextAppointment,Next Appointment,Itariki yo kugarukaho,Umubonano uzokurikira,Ballanta Xigta
EHEZA-T-0774,NextDue,Next Due,itariki azahabwaho urukingo rukurikira,Ikiringo kizokurikira,Soo socota
EHEZA-T-0775,NextOfKin,Next of Kin,,,
EHEZA-T-0776,NextSteps,Next Steps,Ibikurikiyeho,Intambwe zikurikira,Tallaabooyinka Xiga
EHEZA-T-0777,NextVisit,Next Visit,Isura rikurikira,Isango rikurikira,
EHEZA-T-0778,NightSweatsLabel,Night sweats,Kubira ibyuya nijoro,Kubira ivyuya mw'ijoro,Habeen Dhidid
EHEZA-T-0779,NormalRange,Normal Range,Ibimeze neza,Icanya gisanzwe,Sida Caadiga ah
EHEZA-T-0780,NutritionSigns,Nutrition Signs,Ibimenyetso by'imirire,Ibimenyetso vyo gufungura,Calaamadaha Nafaqada
EHEZA-T-0781,ReasonForNonReferral.ClientRefused,Client refused,Umurwayi yabyanze,Umurwayi yaranse,Bukaanka ayaa diiday
EHEZA-T-0782,ReasonForNonReferral.ClientUnableToAffordFees,Client unable to afford fees,Nta bushobozi bwo kwishyura afite,Umurwayi adashobora kwishura amafaranga,Bukaanka ma awoodo qarashka
EHEZA-T-0783,ReasonForNonReferral.ClientAlreadyInCare,Client already in care,Umukiriya ari kwitabwaho,Umurwayi asanzwe yitahweho,Bukaanka waxaa u socda daryeel
EHEZA-T-0784,AdministrationNote.NonAdministrationLackOfStock,Out of Stock,Nta miti iri mu bubiko,Ntabiriyo m'ububiko,Keydka ka Go`an
EHEZA-T-0785,AdministrationNote.NonAdministrationHomeBirth,Home Birth,Yabyariye mu rugo,Kuvyarira muhira,Ku dhalashada Guriga
EHEZA-T-0786,AdministrationNote.AdministeredToday,Administered Today,Yahawe umuti uyu munsi,,
EHEZA-T-0787,AdministrationNote.AdministeredPreviously,Already Received,Byamaze kwakirwa,Vyamaze kwakirwa,Hore loo helay
EHEZA-T-0788,AdministrationNoteForWellChildImmunisation.NonAdministrationPatientDeclined,Mother / Caregiver Declined,Umubyeyi / Umurezi yanze,Mama / umurezi yaranse,Hooyada/ Daryeelaha ayaa Diiday
EHEZA-T-0789,NoReferralRecorded,No referral recorded,Nta koherezwa kwagaragaye,Ntakurungika umugwayi ahandi (kubindi bitaro/kurindi vuriro) vyanditse,Tixraac lama diiwaan gelin
